no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q1b_10,q1b_11,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6b,q6,q6a_2,q6a_3,q6a_4,q6a_5,q7a,q7b_1,q7b_2,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a,q10,q11,q11a,q11b,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q15,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q16,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16a_9,q17a,q17b,q17c,q17d,q17e,q17f,q18,q18a,q19_1,q19_2,q19_3,q20,q20a_1,q20a_2,q20a_3,q20a_4,q20a_5,q20a_6,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q22,q22a,q22aa,q22aaa,q22ab,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q23a_7,q23a_8,q23a_9,q23a_10
226096,9.17904761904762,11.2284087314141,22.4568174628282,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,10,2,2,0,0,0,9,168,0,25250,0,1600,2, ,1,7,2, ,1, ,1,3,1, ,0,0,0,0,0,0, ,0,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226128,9.17904761904762,11.2284087314141,112.284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,16,10,10,0,0,0,9,168,20,25250,2820,0,2, ,1,3,2, ,2,1,1,3,1, ,0,0,0,0,0,0, ,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,2,2,2,1,2,1,1,1,0,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226196,7.42857142857143,9.67916666666667,193.583333333333,18,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,113,20,20,0,0,0,9,168,74,25910,12070,1000,2, ,1,3,1,2,2,1,1,1,2,3000,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,1,2,1,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1, , , , ,2,1,1,1,0,0,0,0,0,0,0
226242,9.49285714285714,11.396178343949,34.188535031847,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,2,1,0,0,9,168,10,27600,1369,500,2, ,1,4,2, ,1, ,1,1,2,1000,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
226260,8.21021021021021,9.14402660526989,173.736505500128,17,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,31,19,19,0,0,0,9,168,40,25250,6264.928,0,2, ,1,5,2, ,2,1,1,1,2,2300,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226300,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,9,168,0,25250,0,0,1,4,2, ,1,2,1, ,1,1,1, ,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,2, ,0,0,1,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226318,8.52037037037037,10.3464285714286,51.732142857143,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0,0,1,0,0,1,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,5,0,5,0,0,9,168,63,25600,10000,600,1,3,1,2,1,3,1, ,1,1,1, ,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,2, , ,1,1,0,0,0,0,0,0,0,0,0,0
226324,9.19889502762431,11.138592750533,44.554371002132,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,0,16,4,4,0,0,0,9,168,46,25250,6486,0,2, ,1,7,1,7,1, ,1,1,1, ,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
226380,8.52037037037037,10.3464285714286,20.6928571428572,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,1,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0,9,2,2,0,0,0,9,168,40,25250,6000,0,2, ,1,5,2, ,4, ,1,1,2,2000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2, ,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226442,10.6792452830189,12.2546583850932,24.5093167701864,23,1,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,12,2,2,0,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,2,1,1,2,2,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226497,8.75,9.20689655172414,36.8275862068966,22,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,15,4,2,2,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,1, ,1,3,1, ,0,0,0,0,0,0, ,0,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226534,9.17904761904762,11.2284087314141,44.9136349256564,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,9,168,44,25250,6248,0,2, ,1,3,2, ,1, ,1,1,2,2500,0,0,1,0,0,0,3,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,0,2,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226634,1.90909090909091,20.6538461538462,41.3076923076924,26,1,2,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,4,1,1,0,0,1,0,0,0,0,0,0, , , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,15,2,0,0,2,0,9,168,31,25250,7130,0,2, ,2, ,2, ,2,1,1,2,1, ,0,0,1,0,1,0,4,1,0,0,0,0,0,0,1,3,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,2,2,2,3,3,2,1,2,1,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1, , , , ,2,0,1,1,1,0,0,0,0,0,0
226725,8.15151515151515,10.7869565217391,97.0826086956519,18,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,20,1,1,1,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,63,9,0,9,0,0,9,168,37,25250,5435,1000,1,3,1,7,1,2,2,1,1,1,1, ,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2, ,0,0,1,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,2,3, , , ,2,1,0,1,0,0,0,0,0,0,0
226734,8.98181818181818,11.9251700680272,35.7755102040816,24,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,22,3,1,2,0,0,9,168,0,27750,0,0,2, ,2, ,2, ,2,1,1,1,2,2000,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,1,1,1,0,0,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,2,1,1, , ,1,0,0,0,0,0,0,0,0,0,0
226811,9.17904761904762,11.2284087314141,44.9136349256564,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,15,4,4,0,0,0,9,168,30,25250,4618,0,2, ,2, ,2, ,2,1,1,1,2,2500,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,1,2,1,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226830,8.98181818181818,11.9251700680272,23.8503401360544,24,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,15,2,2,0,0,0,9,168,15,25250,2115,0,2, ,1,6,2, ,1, ,1,1,1, ,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,3,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,1,2,1,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226859,9.34042553191489,9.97848244620612,179.61268403171,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,54,18,18,0,0,0,9,168,30,25250,4229,0,1,4,1,6,2, ,2,1,1,1,1, ,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
226894,9.28828828828829,11.6620498614958,11.6620498614958,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,9,1,0,0,1,0,9,168,26,25250,5200,1000,1,2,1,6,1,2,1, ,1,1,2,1200,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1, , , , ,2,0,0,0,0,0,0,0,0,1,0
226994,8.75257731958763,10.6771255060729,42.7085020242916,14,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,2,1,1,0,1,0,0,1,1,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,1,1,0,0,30,4,2,2,0,0,9,168,30,27140,4229,600,2, ,1,6,1,2,2,1,1,1,1, ,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,1,0,1,0,0,1,1,0,0,0
227027,6.625,7.18232428670842,969.613778705637,17,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,3,5,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,454,135,135,0,0,0,9,168,46,25250,7249,0,2, ,2, ,1,1,2,1,1,1,2,2500,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,4,2,2,1,2,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1, , ,2,1,1,0,0,0,0,1,0,0,0
227107,8.21021021021021,9.14402660526989,128.016372473778,17,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,29,14,12,0,2,0,9,168,0,25250,0,0,2, ,1,2,2, ,1, ,1,2,2,1200,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,2, ,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
227127,9.17904761904762,11.2284087314141,33.6852261942423,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,10,3,3,0,0,0,9,168,41,27250,5781,1260,1,3,1,6,1,6,2,1,1,1,1, ,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,1,0,1,0,0,0,0,0,0,0
227142,9.28828828828829,11.6620498614958,46.6481994459832,3,1,2,1,1,0,0,0,0,1,0,1,0,0,2,0,0,1,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1, ,1,1,1,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,1,0,1,0,0,0,0,0,18,4,4,0,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,1,0,0,1,2,0,1,1,0,1,0,1,0,1,1,0,0,0,0,2,3, , , ,1,0,0,0,0,0,0,0,0,0,0
227145,10.6739130434783,13.2636363636364,26.5272727272728,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,6,2,0,2,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,1, ,1,2,2,1000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
227212,7.95652173913043,9.22661870503597,83.0395683453237,13,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,30,9,2,7,0,0,9,168,36,25250,5467,0,2, ,1,4,2, ,3,1,1,1,2,2000,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,1,2,1,1,0,2,0,1,0,1,1,0,1,1,0,1,0,0,0,0,2,2, , ,4,1,0,0,0,0,0,0,0,0,0,0
227284,9.28828828828829,11.6620498614958,46.6481994459832,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,11,4,4,0,0,0,9,168,30,25250,4221,0,1,4,1,5,2, ,1, ,1,1,2,2200,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2, ,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
227293,9.17904761904762,11.2284087314141,56.1420436570705,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,1,0,0,1,0,0,24,5,0,5,0,0,9,168,46,27750,6623,0,2, ,1,6,1,2,2,1,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,2,1,2,3,2,1,1,2,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1, , ,2,1,0,0,1,0,0,0,0,0,0
227309,9.17904761904762,11.2284087314141,33.6852261942423,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,1,1,0,1,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,11,3,0,3,0,0,9,168,17,25250,2709,0,2, ,2, ,2, ,3,1,1,1,2,2000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
227327,1.33333333333333,1.66666666666667,1.66666666666667,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,168,22,25250,3200,5000,2, ,1,5,1,3,2,1,1,1,1, ,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,2, ,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
227329,9.17904761904762,11.2284087314141,22.4568174628282,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,5,2,0,2,0,0,9,168,0,25250,0,0,2, ,1,3,2, ,1, ,1,1,1, ,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
227339,9.28260869565217,10.8712121212121,54.3560606060605,6,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,22,5,4,0,1,0,9,168,25,25250,4000,2000,1,7,1,4,2, ,2,1,1,1,1, ,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,1,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
227427,9.17904761904762,11.2284087314141,33.6852261942423,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1, ,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,9,168,30,25250,4500,0,1,4,1,4,1,7,2,1,1,1,2,2500,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2, ,0,0,1,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , ,2,0,0,0,1,0,1,0,0,0,0
227437,9.49285714285714,11.396178343949,34.188535031847,14,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,15,3,3,0,0,0,9,168,11,25250,1692,1000,1,3,1,5,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2, , ,2,1,0,0,0,0,0,0,0,0,0,0
227439,9.896,11.6466789667897,81.5267527675279,21,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,40,7,7,0,0,0,9,168,0,25250,0,0,2, ,1,4,2, ,1, ,1,2,2,2500,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
227470,10.4666666666667,11.7179487179487,117.179487179487,8,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,4,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,48,10,10,0,0,0,9,168,40,25250,5500,0,1,2,2, ,2, ,1, ,1,1,2,2500,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,4,3,2,1,1,0,0,1,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , ,2,1,1,0,0,0,0,0,0,0,0
